timestamp,cat_x,cat_y,cat_z,laser_x,laser_y,laser_z,engagement_indicator,time_since_engagement,distance_to_boundary_x,distance_to_boundary_z
0,1.053611,-0.7816488,1.180982,0.772,-0.851,1.438,0,344.5118,0.322,0.9219999
0.1062012,1.053475,-0.7818694,1.181234,0.772,-0.851,1.438,0,344.6118,0.322,0.9219999
0.2262573,1.053429,-0.7817507,1.180968,0.772,-0.851,1.438,0,344.7118,0.322,0.9219999
0.3319092,1.053235,-0.7815146,1.180811,0.772,-0.851,1.438,0,344.8118,0.322,0.9219999
0.4387817,1.053377,-0.7817746,1.180824,0.772,-0.851,1.438,0,344.9118,0.322,0.9219999
0.5513306,1.053522,-0.7818131,1.180981,0.772,-0.851,1.438,0,345.0118,0.322,0.9219999
0.6759644,1.053378,-0.781863,1.181016,0.772,-0.851,1.438,0,345.1118,0.322,0.9219999
0.7902832,1.053493,-0.7816246,1.180632,0.772,-0.851,1.438,0,345.2119,0.322,0.9219999
0.901123,1.05376,-0.7815124,1.180441,0.772,-0.851,1.438,0,345.3119,0.322,0.9219999
1.004517,1.053654,-0.7815989,1.180482,0.772,-0.851,1.438,0,345.4119,0.322,0.9219999
1.106689,1.053749,-0.7817573,1.180678,0.772,-0.851,1.438,0,345.5119,0.322,0.9219999
1.297485,1.053683,-0.7817355,1.180272,0.772,-0.851,1.438,0,345.6119,0.322,0.9219999
1.42041,1.053759,-0.7816989,1.180117,0.772,-0.851,1.438,0,345.7119,0.322,0.9219999
1.611084,1.053778,-0.7815793,1.180165,0.772,-0.851,1.438,0,345.8119,0.322,0.9219999
1.715698,1.053839,-0.781885,1.18009,0.772,-0.851,1.438,0,345.9119,0.322,0.9219999
1.838257,1.053997,-0.7818506,1.180087,0.772,-0.851,1.438,0,346.0119,0.322,0.9219999
1.939392,1.053981,-0.7817352,1.180038,0.772,-0.851,1.438,0,346.1119,0.322,0.9219999
2.174011,1.054101,-0.7818448,1.18005,0.794,-0.851,1.229,0,346.2119,0.344,0.8989999
2.28125,1.054109,-0.7818457,1.179562,0.794,-0.851,1.195,0,346.3119,0.344,0.865
2.401062,1.055241,-0.781723,1.179226,0.794,-0.851,1.105,0,346.4119,0.344,0.775
2.546204,1.055205,-0.7813762,1.173206,0.809,-0.851,0.988,0,346.5119,0.359,0.658
2.656921,1.054381,-0.7811681,1.171351,0.812,-0.851,0.988,0,346.6119,0.362,0.658
2.765625,1.05444,-0.7809762,1.171418,0.806,-0.851,0.989,0,346.7119,0.356,0.659
2.888733,1.054537,-0.7808474,1.171492,0.806,-0.851,0.935,0,346.812,0.356,0.605
2.994568,1.054723,-0.780997,1.171229,0.772,-0.851,0.96,0,346.912,0.322,0.63
3.123962,1.054878,-0.78088,1.170761,0.762,-0.851,1.083,0,347.012,0.312,0.7529999
3.226013,1.054774,-0.7808384,1.171165,0.792,-0.851,1.142,0,347.112,0.342,0.8119999
3.352783,1.054651,-0.7806553,1.170527,0.836,-0.851,1.21,0,347.212,0.386,0.88
3.463684,1.054738,-0.7805142,1.169729,0.85,-0.851,1.247,0,347.312,0.4,0.9169999
3.600891,1.054765,-0.7807823,1.169118,0.852,-0.851,1.257,0,347.412,0.402,0.9269999
3.702637,1.054852,-0.7808053,1.168906,0.852,-0.851,1.257,0,347.512,0.402,0.9269999
3.804688,1.054908,-0.7805999,1.168834,0.847,-0.851,1.304,0,347.612,0.397,0.974
3.907349,1.054749,-0.7806122,1.168575,0.84,-0.851,1.312,0,347.712,0.39,0.982
4.013855,1.054763,-0.7805824,1.168585,0.836,-0.851,1.33,0,347.812,0.386,1
4.125061,1.054687,-0.7806566,1.168271,0.865,-0.851,1.337,0,347.912,0.415,1.007
4.269897,1.054968,-0.7807654,1.168114,0.852,-0.851,1.289,0,348.012,0.402,0.959
4.376648,1.05504,-0.7809283,1.167816,0.852,-0.851,1.275,0,348.112,0.402,0.9449999
4.492065,1.054996,-0.7809959,1.167942,0.839,-0.851,1.336,0,348.212,0.389,1.006
4.635071,1.054949,-0.780829,1.167578,0.778,-0.851,1.347,0,348.312,0.328,1.013
4.749756,1.05491,-0.7808685,1.167741,0.747,-0.851,1.33,0,348.412,0.297,1
5.070129,1.055249,-0.7811301,1.167421,0.865,-0.851,1.29,0,348.5121,0.415,0.9599999
5.195129,1.055245,-0.7810165,1.167463,0.872,-0.851,1.381,0,348.6121,0.422,0.9789999
5.360535,1.054832,-0.7807781,1.167693,0.85,-0.851,1.196,0,348.7121,0.4,0.8659999
5.466614,1.054574,-0.7807531,1.167408,0.824,-0.851,1.245,0,348.8121,0.374,0.915
5.795898,1.054609,-0.7810189,1.167334,0.68,-0.851,0.854,0,348.9121,0.23,0.5239999
6.005493,1.054453,-0.7807365,1.167279,0.635,-0.851,1.074,0,349.0121,0.185,0.744
6.106445,1.054423,-0.7806529,1.167361,0.628,-0.851,1.092,0,349.1121,0.178,0.762
6.23468,1.054449,-0.7808612,1.167235,0.627,-0.851,1.101,0,349.2121,0.177,0.7709999
6.343994,1.054561,-0.7809008,1.167264,0.627,-0.851,1.101,0,349.3121,0.177,0.7709999
6.445618,1.054515,-0.7810243,1.16731,0.627,-0.851,1.101,0,349.4121,0.177,0.7709999
6.553467,1.054357,-0.7808779,1.166985,0.628,-0.851,1.105,0,349.5121,0.178,0.775
6.802917,1.054362,-0.7808954,1.16721,0.77,-0.851,1.342,0,349.6121,0.32,1.012
